,SV.,SS.,SM.,OA.,V.,ND.,LC.,U.,8N.,Pokémon,,Format,Index
,1,-,1,2,1,1,-,1,1,Zebstrika,,,
,1,-,-,-,-,-,-,-,-,Zebstrika (T),,,
,-,-,1,-,-,-,-,-,-,Zebstrika (Z),,,
,-,1,1,1,-,1,7,1,1,Roggenrola,,,
,-,-,-,-,-,-,-,-,-,Roggenrola (T),,,
,-,-,1,-,-,-,-,-,-,Roggenrola (Z),,,
,-,1,1,1,-,1,-,1,1,Boldore,,,
,-,-,-,-,-,-,-,-,-,Boldore (T),,,
,-,-,1,-,-,-,-,-,-,Boldore (Z),,,
,-,6,8,1,-,7,-,9,8,Gigalith,,,
,-,-,-,-,-,-,-,-,-,Gigalith (T),,,
,-,-,8,-,-,-,-,-,-,Gigalith (Z),,,
,-,1,1,1,-,1,7,1,1,Woobat,,,
,-,-,-,-,-,-,-,-,-,Woobat (T),,,
,-,-,1,-,-,-,-,-,-,Woobat (Z),,,
,-,1,1,2,-,1,-,2,2,Swoobat,,,
,-,-,-,-,-,-,-,-,-,Swoobat (T),,,
,-,-,1,-,-,-,-,-,-,Swoobat (Z),,,
,1,1,1,1,1,1,12,1,1,Drilbur,,,
,1,-,-,-,-,-,-,-,-,Drilbur (T),,,
,-,-,1,-,-,-,-,-,-,Drilbur (Z),,,
,10,11,14,15,10,14,-,15,14,Excadrill,,,
,12,-,-,-,-,-,-,-,-,Excadrill (T),,,
,-,-,14,-,-,-,-,-,-,Excadrill (Z),,,
,-,5,4,4,-,3,-,6,5,Audino,,,
,-,-,-,-,-,-,-,-,-,Audino (T),,,
,-,-,4,-,-,-,-,-,-,Audino (Z),,,
,-,-,1,3,-,2,-,2,3,Mega Audino,,,
,1,1,1,1,1,1,13,1,1,Timburr,,,
,1,-,-,-,-,-,-,-,-,Timburr (T),,,
,-,-,1,-,-,-,-,-,-,Timburr (Z),,,
,2,4,4,3,2,2,-,5,5,Gurdurr,,,
,2,-,-,-,-,-,-,-,-,Gurdurr (T),,,
,-,-,4,-,-,-,-,-,-,Gurdurr (Z),,,
,7,7,8,9,8,8,-,8,11,Conkeldurr,,,
,9,-,-,-,-,-,-,-,-,Conkeldurr (T),,,
,-,-,8,-,-,-,-,-,-,Conkeldurr (Z),,,
,-,1,1,1,-,1,4,1,1,Tympole,,,
,-,-,-,-,-,-,-,-,-,Tympole (T),,,
,-,-,1,-,-,-,-,-,-,Tympole (Z),,,
,-,1,1,1,-,1,-,1,1,Palpitoad,,,
,-,-,-,-,-,-,-,-,-,Palpitoad (T),,,
,-,-,1,-,-,-,-,-,-,Palpitoad (Z),,,
,-,10,10,8,-,8,-,10,11,Seismitoad,,,
,-,-,-,-,-,-,-,-,-,Seismitoad (T),,,
,-,-,10,-,-,-,-,-,-,Seismitoad (Z),,,
,-,4,4,5,-,2,-,5,6,Throh,,,
,-,-,-,-,-,-,-,-,-,Throh (T),,,
,-,-,4,-,-,-,-,-,-,Throh (Z),,,
,-,3,3,4,-,2,-,2,4,Sawk,,,
,-,-,-,-,-,-,-,-,-,Sawk (T),,,
,-,-,3,-,-,-,-,-,-,Sawk (Z),,,
,1,-,1,1,1,1,5,1,1,Sewaddle,,,
,1,-,-,-,-,-,-,-,-,Sewaddle (T),,,
,-,-,1,-,-,-,-,-,-,Sewaddle (Z),,,
,1,-,1,1,1,1,-,1,1,Swadloon,,,
,1,-,-,-,-,-,-,-,-,Swadloon (T),,,
,-,-,1,-,-,-,-,-,-,Swadloon (Z),,,
,2,-,1,2,1,2,-,2,1,Leavanny,,,
,2,-,-,-,-,-,-,-,-,Leavanny (T),,,
,-,-,1,-,-,-,-,-,-,Leavanny (Z),,,
,-,1,1,1,-,1,6,1,1,Venipede,,,
,-,-,-,-,-,-,-,-,-,Venipede (T),,,
,-,-,1,-,-,-,-,-,-,Venipede (Z),,,
,-,1,1,1,-,1,-,1,1,Whirlipede,,,
,-,-,-,-,-,-,-,-,-,Whirlipede (T),,,
,-,-,1,-,-,-,-,-,-,Whirlipede (Z),,,
,-,9,11,12,-,11,-,12,11,Scolipede,,,
,-,-,-,-,-,-,-,-,-,Scolipede (T),,,
,-,-,11,-,-,-,-,-,-,Scolipede (Z),,,
,1,1,1,1,2,1,8,2,1,Cottonee,,,
,1,-,-,-,-,-,-,-,-,Cottonee (T),,,
,-,-,1,-,-,-,-,-,-,Cottonee (Z),,,
,7,7,8,8,19,7,-,10,7,Whimsicott,,,
,7,-,-,-,-,-,-,-,-,Whimsicott (T),,,
,-,-,8,-,-,-,-,-,-,Whimsicott (Z),,,
,1,1,1,1,-,1,5,1,1,Petilil,,,
,1,-,-,-,-,-,-,-,-,Petilil (T),,,
,-,-,1,-,-,-,-,-,-,Petilil (Z),,,
,1,1,1,2,7,1,-,1,1,Lilligant,,,
,2,-,-,-,-,-,-,-,-,Lilligant (T),,,
,-,-,1,-,-,-,-,-,-,Lilligant (Z),,,
,9,-,-,-,10,11,-,11,,Hisuian Lilligant,,,
,10,-,-,-,-,-,-,-,-,Hisuian Lilligant (T),,,
,-,-,-,-,-,-,-,-,-,Hisuian Lilligant (Z),,,
,2,1,1,1,2,1,-,3,3,Basculin,,,
,2,-,-,-,-,-,-,-,-,Basculin (T),,,
,-,-,1,-,-,-,-,-,-,Basculin (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,#N/A,-,-,-,-,-,-,-,-,,,,
,-,-,-,-,-,-,-,-,-, (T),,,
,-,-,-,-,-,-,-,-,-, (Z),,,
,1,1,1,1,1,1,10,1,1,Sandile,,,
,1,-,-,-,-,-,-,-,-,Sandile (T),,,
,-,-,1,-,-,-,-,-,-,Sandile (Z),,,
,1,1,1,1,1,1,-,1,1,Krokorok,,,
,1,-,-,-,-,-,-,-,-,Krokorok (T),,,
,-,-,1,-,-,-,-,-,-,Krokorok (Z),,,
,11,14,14,14,10,12,-,14,14,Krookodile,,,
,11,-,-,-,-,-,-,-,-,Krookodile (T),,,
,-,-,14,-,-,-,-,-,-,Krookodile (Z),,,
,-,1,1,1,-,1,8,1,1,Darumaka,,,
,-,-,-,-,-,-,-,-,-,Darumaka (T),,,
,-,-,1,-,-,-,-,-,-,Darumaka (Z),,,
,-,1,-,-,-,1,8,1,1,Galarian Darumaka,,,
,-,-,-,-,-,-,-,-,-,Galarian Darumaka (T),,,
,-,-,-,-,-,-,-,-,-,Galarian Darumaka (Z),,,
,-,4,7,6,-,6,-,10,8,Darmanitan,,,
,-,-,-,-,-,-,-,-,-,Darmanitan (T),,,
,-,-,7,-,-,-,-,-,-,Darmanitan (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,13,-,-,-,12,-,14,14,Galarian Darmanitan,,,
,-,-,-,-,-,-,-,-,-,Galarian Darmanitan (T),,,
,-,-,-,-,-,-,-,-,-,Galarian Darmanitan (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,1,1,1,-,1,-,1,1,Maractus,,,
,-,-,-,-,-,-,-,-,-,Maractus (T),,,
,-,-,1,-,-,-,-,-,-,Maractus (Z),,,
,-,1,1,1,-,1,12,1,1,Dwebble,,,
,-,-,-,-,-,-,-,-,-,Dwebble (T),,,
,-,-,1,-,-,-,-,-,-,Dwebble (Z),,,
,-,4,3,2,-,3,-,4,4,Crustle,,,
,-,-,-,-,-,-,-,-,-,Crustle (T),,,
,-,-,3,-,-,-,-,-,-,Crustle (Z),,,
,1,1,1,1,1,1,14,1,1,Scraggy,,,
,1,-,-,-,-,-,-,-,-,Scraggy (T),,,
,-,-,1,-,-,-,-,-,-,Scraggy (Z),,,
,6,8,7,7,9,6,-,7,7,Scrafty,,,
,6,-,-,-,-,-,-,-,-,Scrafty (T),,,
,-,-,7,-,-,-,-,-,-,Scrafty (Z),,,
,-,4,4,5,-,4,-,5,5,Sigilyph,,,
,-,-,-,-,-,-,-,-,-,Sigilyph (T),,,
,-,-,4,-,-,-,-,-,-,Sigilyph (Z),,,
,-,1,1,1,-,1,6,1,1,Yamask,,,
,-,-,-,-,-,-,-,-,-,Yamask (T),,,
,-,-,1,-,-,-,-,-,-,Yamask (Z),,,
,-,1,-,-,-,1,6,1,1,Galarian Yamask,,,
,-,-,-,-,-,-,-,-,-,Galarian Yamask (T),,,
,-,-,-,-,-,-,-,-,-,Galarian Yamask (Z),,,
,-,5,7,6,-,5,-,9,7,Cofagrigus,,,
,-,-,-,-,-,-,-,-,-,Cofagrigus (T),,,
,-,-,7,-,-,-,-,-,-,Cofagrigus (Z),,,
,-,1,1,1,-,1,9,1,1,Tirtouga,,,
,-,-,-,-,-,-,-,-,-,Tirtouga (T),,,
,-,-,1,-,-,-,-,-,-,Tirtouga (Z),,,
,-,3,3,3,-,2,-,2,2,Carracosta,,,
,-,-,-,-,-,-,-,-,-,Carracosta (T),,,
,-,-,3,-,-,-,-,-,-,Carracosta (Z),,,
,-,1,1,1,-,1,11,1,1,Archen,,,
,-,-,-,-,-,-,-,-,-,Archen (T),,,
,-,-,1,-,-,-,-,-,-,Archen (Z),,,
,-,5,3,3,-,3,-,6,5,Archeops,,,
,-,-,-,-,-,-,-,-,-,Archeops (T),,,
,-,-,3,-,-,-,-,-,-,Archeops (Z),,,
,-,1,1,1,-,1,12,1,1,Trubbish,,,
,-,-,-,-,-,-,-,-,-,Trubbish (T),,,
,-,-,1,-,-,-,-,-,-,Trubbish (Z),,,
,-,4,5,6,-,4,-,5,5,Garbodor,,,
,-,-,-,-,-,-,-,-,-,Garbodor (T),,,
,-,-,5,-,-,-,-,-,-,Garbodor (Z),,,
,1,1,1,1,1,1,9,1,1,Zorua,,,
,1,-,-,-,-,-,-,-,-,Zorua (T),,,
,-,-,1,-,-,-,-,-,-,Zorua (Z),,,
,1,-,-,-,1,1,13,1,,Hisuian Zorua,,,
,1,-,-,-,-,-,-,-,-,Hisuian Zorua (T),,,
,-,-,-,-,-,-,-,-,-,Hisuian Zorua (Z),,,
,4,4,4,4,5,5,-,9,6,Zoroark,,,
,4,-,-,-,-,-,-,-,-,Zoroark (T),,,
,-,-,4,-,-,-,-,-,-,Zoroark (Z),,,
,9,-,-,-,8,9,-,12,,Hisuian Zoroark,,,
,9,-,-,-,-,-,-,-,-,Hisuian Zoroark (T),,,
,-,-,-,-,-,-,-,-,-,Hisuian Zoroark (Z),,,
,1,1,1,1,1,1,9,1,1,Minccino,,,
,1,-,-,-,-,-,-,-,-,Minccino (T),,,
,-,-,1,-,-,-,-,-,-,Minccino (Z),,,
,4,2,3,3,2,4,-,4,4,Cinccino,,,
,4,-,-,-,-,-,-,-,-,Cinccino (T),,,
,-,-,3,-,-,-,-,-,-,Cinccino (Z),,,
,1,1,1,1,1,1,9,1,1,Gothita,,,
,1,-,-,-,-,-,-,-,-,Gothita (T),,,
,-,-,1,-,-,-,-,-,-,Gothita (Z),,,
,2,2,3,3,10,4,-,5,3,Gothorita,,,
,2,-,-,-,-,-,-,-,-,Gothorita (T),,,
,-,-,3,-,-,-,-,-,-,Gothorita (Z),,,
,10,9,10,14,13,11,-,15,11,Gothitelle,,,
,10,-,-,-,-,-,-,-,-,Gothitelle (T),,,
,-,-,10,-,-,-,-,-,-,Gothitelle (Z),,,
,1,1,1,1,1,1,6,1,1,Solosis,,,
,1,-,-,-,-,-,-,-,-,Solosis (T),,,
,-,-,1,-,-,-,-,-,-,Solosis (Z),,,
,1,1,1,2,1,1,-,1,2,Duosion,,,
,1,-,-,-,-,-,-,-,-,Duosion (T),,,
,-,-,1,-,-,-,-,-,-,Duosion (Z),,,
,6,7,11,12,9,7,-,11,12,Reuniclus,,,
,7,-,-,-,-,-,-,-,-,Reuniclus (T),,,
,-,-,11,-,-,-,-,-,-,Reuniclus (Z),,,
,1,-,1,1,1,1,7,1,1,Ducklett,,,
,1,-,-,-,-,-,-,-,-,Ducklett (T),,,
,-,-,1,-,-,-,-,-,-,Ducklett (Z),,,
,1,-,1,2,1,1,-,1,2,Swanna,,,
,1,-,-,-,-,-,-,-,-,Swanna (T),,,
,-,-,1,-,-,-,-,-,-,Swanna (Z),,,
,-,1,1,1,-,1,4,1,1,Vanillite,,,
,-,-,-,-,-,-,-,-,-,Vanillite (T),,,
,-,-,1,-,-,-,-,-,-,Vanillite (Z),,,
,-,1,1,1,-,1,-,1,1,Vanillish,,,
,-,-,-,-,-,-,-,-,-,Vanillish (T),,,
,-,-,1,-,-,-,-,-,-,Vanillish (Z),,,
,-,4,3,2,-,4,-,5,4,Vanilluxe,,,
,-,-,-,-,-,-,-,-,-,Vanilluxe (T),,,
,-,-,3,-,-,-,-,-,-,Vanilluxe (Z),,,
,1,-,1,1,1,1,9,1,1,Deerling,,,
,1,-,-,-,-,-,-,-,-,Deerling (T),,,
,-,-,1,-,-,-,-,-,-,Deerling (Z),,,
,1,-,1,2,1,1,-,1,2,Sawsbuck,,,
,1,-,-,-,-,-,-,-,-,Sawsbuck (T),,,
,-,-,1,-,-,-,-,-,-,Sawsbuck (Z),,,
,-,1,1,1,-,1,-,1,2,Emolga,,,
,-,-,-,-,-,-,-,-,-,Emolga (T),,,
,-,-,1,-,-,-,-,-,-,Emolga (Z),,,
,-,1,1,1,-,1,7,1,1,Karrablast,,,
,-,-,-,-,-,-,-,-,-,Karrablast (T),,,
,-,-,1,-,-,-,-,-,-,Karrablast (Z),,,
,-,4,4,5,-,4,-,6,6,Escavalier,,,
,-,-,-,-,-,-,-,-,-,Escavalier (T),,,
,-,-,4,-,-,-,-,-,-,Escavalier (Z),,,
,1,1,1,1,4,1,9,1,1,Foongus,,,
,1,-,-,-,-,-,-,-,-,Foongus (T),,,
,-,-,1,-,-,-,-,-,-,Foongus (Z),,,
,6,8,9,9,15,7,-,11,9,Amoonguss,,,
,6,-,-,-,-,-,-,-,-,Amoonguss (T),,,
,-,-,9,-,-,-,-,-,-,Amoonguss (Z),,,
,-,1,1,1,-,1,10,1,1,Frillish,,,
,-,-,-,-,-,-,-,-,-,Frillish (T),,,
,-,-,1,-,-,-,-,-,-,Frillish (Z),,,
,-,5,5,7,-,6,-,7,7,Jellicent,,,
,-,-,-,-,-,-,-,-,-,Jellicent (T),,,
,-,-,5,-,-,-,-,-,-,Jellicent (Z),,,
,10,-,5,5,1,8,-,12,8,Alomomola,,,
,10,-,-,-,-,-,-,-,-,Alomomola (T),,,
,-,-,5,-,-,-,-,-,-,Alomomola (Z),,,
,1,1,1,1,1,1,6,1,1,Joltik,,,
,1,-,-,-,-,-,-,-,-,Joltik (T),,,
,-,-,1,-,-,-,-,-,-,Joltik (Z),,,
,4,4,4,5,3,4,-,8,6,Galvantula,,,
,4,-,-,-,-,-,-,-,-,Galvantula (T),,,
,-,-,4,-,-,-,-,-,-,Galvantula (Z),,,
,-,2,1,1,-,1,11,2,1,Ferroseed,,,
,-,-,-,-,-,-,-,-,-,Ferroseed (T),,,
,-,-,1,-,-,-,-,-,-,Ferroseed (Z),,,
,-,10,12,12,-,13,-,16,12,Ferrothorn,,,
,-,-,-,-,-,-,-,-,-,Ferrothorn (T),,,
,-,-,12,-,-,-,-,-,-,Ferrothorn (Z),,,
,-,1,1,1,-,1,6,1,1,Klink,,,
,-,-,-,-,-,-,-,-,-,Klink (T),,,
,-,-,1,-,-,-,-,-,-,Klink (Z),,,
,-,1,1,1,-,1,-,1,1,Klang,,,
,-,-,-,-,-,-,-,-,-,Klang (T),,,
,-,-,1,-,-,-,-,-,-,Klang (Z),,,
,-,1,1,2,-,2,-,2,2,Klinklang,,,
,-,-,-,-,-,-,-,-,-,Klinklang (T),,,
,-,-,1,-,-,-,-,-,-,Klinklang (Z),,,
,1,-,1,1,1,1,1,1,1,Tynamo,,,
,1,-,-,-,-,-,-,-,-,Tynamo (T),,,
,-,-,1,-,-,-,-,-,-,Tynamo (Z),,,
,1,-,1,1,1,1,-,1,1,Eelektrik,,,
,1,-,-,-,-,-,-,-,-,Eelektrik (T),,,
,-,-,1,-,-,-,-,-,-,Eelektrik (Z),,,
,5,-,6,7,4,5,-,8,6,Eelektross,,,
,5,-,-,-,-,-,-,-,-,Eelektross (T),,,
,-,-,6,-,-,-,-,-,-,Eelektross (Z),,,
,-,1,1,1,-,1,5,1,1,Elgyem,,,
,-,-,-,-,-,-,-,-,-,Elgyem (T),,,
,-,-,1,-,-,-,-,-,-,Elgyem (Z),,,
,-,1,1,1,-,1,-,1,2,Beheeyem,,,
,-,-,-,-,-,-,-,-,-,Beheeyem (T),,,
,-,-,1,-,-,-,-,-,-,Beheeyem (Z),,,
,1,1,1,1,1,1,5,1,1,Litwick,,,
,1,-,-,-,-,-,-,-,-,Litwick (T),,,
,-,-,1,-,-,-,-,-,-,Litwick (Z),,,
,1,1,1,1,1,1,-,1,1,Lampent,,,
,1,-,-,-,-,-,-,-,-,Lampent (T),,,
,-,-,1,-,-,-,-,-,-,Lampent (Z),,,
,5,4,6,6,8,5,-,8,8,Chandelure,,,
,5,-,-,-,-,-,-,-,-,Chandelure (T),,,
,-,-,6,-,-,-,-,-,-,Chandelure (Z),,,
,1,1,1,1,1,1,11,1,1,Axew,,,
,1,-,-,-,-,-,-,-,-,Axew (T),,,
,-,-,1,-,-,-,-,-,-,Axew (Z),,,
,1,1,1,1,1,1,-,1,1,Fraxure,,,
,1,-,-,-,-,-,-,-,-,Fraxure (T),,,
,-,-,1,-,-,-,-,-,-,Fraxure (Z),,,
,7,9,5,7,7,8,-,10,11,Haxorus,,,
,8,-,-,-,-,-,-,-,-,Haxorus (T),,,
,-,-,5,-,-,-,-,-,-,Haxorus (Z),,,
,1,1,1,1,1,1,6,1,1,Cubchoo,,,
,1,-,-,-,-,-,-,-,-,Cubchoo (T),,,
,-,-,1,-,-,-,-,-,-,Cubchoo (Z),,,
,1,1,1,1,4,1,-,2,1,Beartic,,,
,1,-,-,-,-,-,-,-,-,Beartic (T),,,
,-,-,1,-,-,-,-,-,-,Beartic (Z),,,
,3,2,2,3,1,3,-,5,4,Cryogonal,,,
,3,-,-,-,-,-,-,-,-,Cryogonal (T),,,
,-,-,2,-,-,-,-,-,-,Cryogonal (Z),,,
,-,1,1,1,-,1,7,1,1,Shelmet,,,
,-,-,-,-,-,-,-,-,-,Shelmet (T),,,
,-,-,1,-,-,-,-,-,-,Shelmet (Z),,,
,-,5,4,4,-,4,-,8,5,Accelgor,,,
,-,-,-,-,-,-,-,-,-,Accelgor (T),,,
,-,-,4,-,-,-,-,-,-,Accelgor (Z),,,
,-,6,7,5,-,4,-,6,8,Stunfisk,,,
,-,-,-,-,-,-,-,-,-,Stunfisk (T),,,
,-,-,7,-,-,-,-,-,-,Stunfisk (Z),,,
,-,1,-,-,-,1,-,1,2,Galarian Stunfisk,,,
,-,-,-,-,-,-,-,-,-,Galarian Stunfisk (T),,,
,-,-,-,-,-,-,-,-,-,Galarian Stunfisk (Z),,,
,1,1,1,1,1,1,99,1,1,Mienfoo,,,
,1,-,-,-,-,-,-,-,-,Mienfoo (T),,,
,-,-,1,-,-,-,-,-,-,Mienfoo (Z),,,
,8,11,11,11,12,10,-,11,12,Mienshao,,,
,8,-,-,-,-,-,-,-,-,Mienshao (T),,,
,-,-,11,-,-,-,-,-,-,Mienshao (Z),,,
,-,4,5,6,-,4,-,5,6,Druddigon,,,
,-,-,-,-,-,-,-,-,-,Druddigon (T),,,
,-,-,5,-,-,-,-,-,-,Druddigon (Z),,,
,1,1,1,1,1,1,7,1,1,Golett,,,
,1,-,-,-,-,-,-,-,-,Golett (T),,,
,-,-,1,-,-,-,-,-,-,Golett (Z),,,
,4,5,3,3,4,4,-,5,6,Golurk,,,
,4,-,-,-,-,-,-,-,-,Golurk (T),,,
,-,-,3,-,-,-,-,-,-,Golurk (Z),,,
,1,1,1,1,1,1,14,1,1,Pawniard,,,
,1,-,-,-,-,-,-,-,-,Pawniard (T),,,
,-,-,1,-,-,-,-,-,-,Pawniard (Z),,,
,4,5,6,8,7,5,-,6,7,Bisharp,,,
,4,-,-,-,-,-,-,-,-,Bisharp (T),,,
,-,-,6,-,-,-,-,-,-,Bisharp (Z),,,
,-,4,4,3,-,3,-,2,5,Bouffalant,,,
,-,-,-,-,-,-,-,-,-,Bouffalant (T),,,
,-,-,4,-,-,-,-,-,-,Bouffalant (Z),,,
,1,1,1,1,1,1,15,1,1,Rufflet,,,
,1,-,-,-,-,-,-,-,-,Rufflet (T),,,
,-,-,1,-,-,-,-,-,-,Rufflet (Z),,,
,6,5,3,5,5,6,-,4,6,Braviary,,,
,6,-,-,-,-,-,-,-,-,Braviary (T),,,
,-,-,3,-,-,-,-,-,-,Braviary (Z),,,
,5,-,-,-,5,7,-,7,,Hisuian Braviary,,,
,7,-,-,-,-,-,-,-,-,Hisuian Braviary (T),,,
,-,-,-,-,-,-,-,-,-,Hisuian Braviary (Z),,,
,1,1,1,2,1,1,99,1,1,Vullaby,,,
,1,-,-,-,-,-,-,-,-,Vullaby (T),,,
,-,-,1,-,-,-,-,-,-,Vullaby (Z),,,
,9,10,7,9,6,9,-,12,10,Mandibuzz,,,
,9,-,-,-,-,-,-,-,-,Mandibuzz (T),,,
,-,-,7,-,-,-,-,-,-,Mandibuzz (Z),,,
,-,1,1,1,-,1,-,1,1,Heatmor,,,
,-,-,-,-,-,-,-,-,-,Heatmor (T),,,
,-,-,1,-,-,-,-,-,-,Heatmor (Z),,,
,-,3,3,4,-,3,-,7,7,Durant,,,
,-,-,-,-,-,-,-,-,-,Durant (T),,,
,-,-,3,-,-,-,-,-,-,Durant (Z),,,
,1,1,1,1,1,1,8,1,1,Deino,,,
,1,-,-,-,-,-,-,-,-,Deino (T),,,
,-,-,1,-,-,-,-,-,-,Deino (Z),,,
,1,1,1,1,1,1,-,1,1,Zweilous,,,
,1,-,-,-,-,-,-,-,-,Zweilous (T),,,
,-,-,1,-,-,-,-,-,-,Zweilous (Z),,,
,10,13,14,14,9,14,-,14,14,Hydreigon,,,
,11,-,-,-,-,-,-,-,-,Hydreigon (T),,,
,-,-,14,-,-,-,-,-,-,Hydreigon (Z),,,
,1,-,1,1,1,1,10,1,1,Larvesta,,,
,1,-,-,-,-,-,-,-,-,Larvesta (T),,,
,-,-,1,-,-,-,-,-,-,Larvesta (Z),,,
,10,12,9,9,15,10,-,12,14,Volcarona,,,
,-,-,-,-,-,-,-,-,-,Volcarona (T),,,
,-,-,9,-,-,-,-,-,-,Volcarona (Z),,,
,10,11,9,10,10,10,-,10,10,Cobalion,,,
,10,-,-,-,-,-,-,-,-,Cobalion (T),,,
,-,-,9,-,-,-,-,-,-,Cobalion (Z),,,
,8,10,10,13,10,10,-,14,12,Terrakion,,,
,8,-,-,-,-,-,-,-,-,Terrakion (T),,,
,-,-,10,-,-,-,-,-,-,Terrakion (Z),,,
,3,3,4,4,4,3,-,5,5,Virizion,,,
,3,-,-,-,-,-,-,-,-,Virizion (T),,,
,-,-,4,-,-,-,-,-,-,Virizion (Z),,,
,5,6,5,5,19,6,-,9,9,Tornadus-Incarnate,,,
,5,-,-,-,-,-,-,-,-,Tornadus-Incarnate (T),,,
,-,-,5,-,-,-,-,-,-,Tornadus-Incarnate (Z),,,
,15,20,17,17,13,17,-,16,20,Tornadus-Therian,,,
,20,-,-,-,-,-,-,-,-,Tornadus-Therian (T),,,
,-,-,17,-,-,-,-,-,-,Tornadus-Therian (Z),,,
,10,12,15,15,14,12,-,14,13,Thundurus-Incarnate,,,
,11,-,-,-,-,-,-,-,-,Thundurus-Incarnate (T),,,
,-,-,15,-,-,-,-,-,-,Thundurus-Incarnate (Z),,,
,11,13,12,11,11,12,-,13,13,Thundurus-Therian,,,
,13,-,-,-,-,-,-,-,-,Thundurus-Therian (T),,,
,-,-,12,-,-,-,-,-,-,Thundurus-Therian (Z),,,
,99,99,99,99,99,99,-,24,99,Reshiram,,,
,99,-,-,-,-,-,-,-,-,Reshiram (T),,,
,-,-,99,-,-,-,-,-,-,Reshiram (Z),,,
,99,99,99,99,99,99,-,28,99,Zekrom,,,
,99,-,-,-,-,-,-,-,-,Zekrom (T),,,
,-,-,99,-,-,-,-,-,-,Zekrom (Z),,,
,14,15,16,18,17,16,-,18,16,Landorus-Incarnate,,,
,14,-,-,-,-,-,-,-,-,Landorus-Incarnate (T),,,
,-,-,16,-,-,-,-,-,-,Landorus-Incarnate (Z),,,
,15,19,19,19,18,18,-,20,18,Landorus-Therian,,,
,15,-,-,-,-,-,-,-,-,Landorus-Therian (T),,,
,-,-,19,-,-,-,-,-,-,Landorus-Therian (Z),,,
,15,18,11,10,99,18,-,14,17,Kyurem,,,
,-,-,-,-,-,-,-,-,-,Kyurem (T),,,
,-,-,11,-,-,-,-,-,-,Kyurem (Z),,,
,99,99,17,16,99,99,-,23,18,Kyurem-Black,,,
,99,-,-,-,-,-,-,-,-,Kyurem-Black (T),,,
,-,-,17,-,-,-,-,-,-,Kyurem-Black (Z),,,
,99,99,99,99,99,99,-,27,99,Kyurem-White,,,
,99,-,-,-,-,-,-,-,-,Kyurem-White (T),,,
,-,-,99,-,-,-,-,-,-,Kyurem-White (Z),,,
,13,14,13,17,99,13,-,11,12,Keldeo,,,
,14,-,-,-,-,-,-,-,-,Keldeo (T),,,
,-,-,13,-,-,-,-,-,-,Keldeo (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,7,-,7,7,99,7,-,7,9,Meloetta,,,
,7,-,-,-,-,-,-,-,-,Meloetta (T),,,
,-,-,7,-,-,-,-,-,-,Meloetta (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,99,99,99,-,99,-,22,99,Genesect,,,
,-,-,-,-,-,-,-,-,-,Genesect (T),,,
,-,-,99,-,-,-,-,-,-,Genesect (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,1,-,1,1,1,1,8,1,1,Chespin,,,
,1,-,-,-,-,-,-,-,-,Chespin (T),,,
,-,-,1,-,-,-,-,-,-,Chespin (Z),,,
,1,-,4,3,1,1,-,2,4,Quilladin,,,
,1,-,-,-,-,-,-,-,-,Quilladin (T),,,
,-,-,4,-,-,-,-,-,-,Quilladin (Z),,,
,5,-,5,6,4,5,-,6,7,Chesnaught,,,
,5,-,-,-,-,-,-,-,-,Chesnaught (T),,,
,-,-,5,-,-,-,-,-,-,Chesnaught (Z),,,
,1,-,1,1,1,1,6,1,1,Fennekin,,,
,1,-,-,-,-,-,-,-,-,Fennekin (T),,,
,-,-,1,-,-,-,-,-,-,Fennekin (Z),,,
,1,-,1,1,1,1,-,1,1,Braixen,,,
,1,-,-,-,-,-,-,-,-,Braixen (T),,,
,-,-,1,-,-,-,-,-,-,Braixen (Z),,,
,6,-,3,4,5,5,-,6,5,Delphox,,,
,6,-,-,-,-,-,-,-,-,Delphox (T),,,
,-,-,3,-,-,-,-,-,-,Delphox (Z),,,
